# luminosity_distance	mass_1	mass_2	ra	dec
2.301154168256322237e+02 1.016568952403272696e+01 9.254170375382976488e+00 2.236530456882652285e+00 9.940929393914391676e-01
2.761114491280833363e+02 1.247017410233825352e+01 7.738930670452095484e+00 5.018437345157487073e-01 1.186400476737931919e+00
3.800915584487628394e+02 1.026619713430296699e+01 9.233331016603196773e+00 2.219328059451717294e+00 9.027398615421257100e-01
2.224093900831272208e+02 1.129264796530651616e+01 8.471015657013589717e+00 2.042217125776773834e+00 3.066350118219939302e-01
3.730965048332124070e+02 1.064461806947220701e+01 8.955557672249476298e+00 2.228132712285272543e+00 6.496548916983886368e-01
3.650485248162642051e+02 9.791468298669354198e+00 9.768365954947613616e+00 2.063808508068841974e+00 3.356803114010581401e-01
3.866739810837238451e+02 1.298165046451290472e+01 7.447862148510609792e+00 2.158726946144651215e+00 8.569690672274893339e-01
3.461008702014275968e+02 1.137382841302903991e+01 8.336662316041026699e+00 1.345492381930652570e+00 1.297391063679284917e+00
2.726954586438080810e+02 1.060608345582800816e+01 8.996468868290403265e+00 2.152785343548655472e+00 5.218637880601674217e-01
3.785725863601123251e+02 1.846529928649864871e+01 5.581433085798050975e+00 2.125542377060465782e+00 4.752401976333751055e-01
3.159181348337189092e+02 1.032491601067700770e+01 9.173430782651390558e+00 2.141288776165753749e+00 5.004049949860546187e-01
3.203374592297768686e+02 1.178035264383427005e+01 8.169626876194861609e+00 2.174110606528289136e+00 6.024638242388785647e-01
3.281465769265095673e+02 1.052019987450921690e+01 9.006446116174261718e+00 2.007040073977513828e+00 2.105390466864622279e-01
2.817310647957943956e+02 1.583768848923872596e+01 6.284138095096893473e+00 2.091143457340404854e+00 1.136004443986087242e+00
3.237772121899777744e+02 9.762242704440616592e+00 9.705781547566401102e+00 2.058236239071509655e+00 3.158207686924154878e-01
3.616776457797245143e+02 1.837831495009117333e+01 5.587373512451484281e+00 2.142145695519763748e+00 4.919287122064526785e-01
1.671703955047926513e+02 1.563426160334249460e+01 6.437394197084512548e+00 2.096490631882132583e+00 4.505316461624451763e-01
4.067902084739880593e+02 1.230835711950826017e+01 7.840967145788402703e+00 2.120363861846993991e+00 4.419615010856515203e-01
3.617289499846260128e+02 1.389193742679389842e+01 7.010225737705527038e+00 2.171935361497754791e+00 5.151449323021703997e-01
3.357257985513775793e+02 1.029375013939837835e+01 9.139190334921837078e+00 2.159414066063891191e+00 5.525027760330982751e-01
3.699738164909136913e+02 1.163152419003441018e+01 8.150843443378938957e+00 2.139353981040199137e+00 4.935209529247009397e-01
3.570720798287835578e+02 9.827866279632548441e+00 9.608208734201124201e+00 2.110708827985642522e+00 4.928845169126598869e-01
2.434803496823147100e+02 9.941119038557786780e+00 9.589641587869728312e+00 1.983060086270552969e+00 2.940890901277092850e-01
4.057325249876309385e+02 1.380292633081759845e+01 7.058248229690496700e+00 2.161640557909665361e+00 6.074202420478310716e-01
2.840454487614637742e+02 1.354077904145702327e+01 7.136538872457699689e+00 1.959724005665683944e+00 1.794254050413353063e-01
4.461456802544887523e+02 1.271518126918909175e+01 7.581374962241854476e+00 2.200035963994759758e+00 8.928668278914866363e-01
3.410517362793906955e+02 1.449067310635230932e+01 6.805138064884254767e+00 2.140704065706565906e+00 4.753288899889818175e-01
4.464355344548954463e+02 1.010211491570884057e+01 9.478199287790666006e+00 2.113756131181774300e+00 1.055853798421255263e+00
3.201579116810664800e+02 1.312856120504568658e+01 7.311557646307335290e+00 2.131879028542999155e+00 5.203314418007243258e-01
3.600353530767941947e+02 1.502466573256072735e+01 6.605935124103030631e+00 2.196158449888369724e+00 5.903612276372219858e-01
2.611282724533261330e+02 1.873878162778434842e+01 5.509424099957445975e+00 2.070047573122675733e+00 3.669972687356188312e-01
3.692907719514316227e+02 1.247750217991509025e+01 7.620727324114574763e+00 1.955671414598287861e+00 1.171029801578657770e+00
2.971742590206761747e+02 1.132663265182711498e+01 8.483803587283759384e+00 2.168921336974221070e+00 5.557568563985821886e-01
3.179014934180513592e+02 1.161458699018457175e+01 8.223838242456670500e+00 1.300864326563246465e+00 1.266641275595822957e+00
3.843067946123244951e+02 1.073667611142113287e+01 8.841772869614560548e+00 2.183897775813337105e+00 5.618509130059128331e-01
2.801303080274722674e+02 1.554391245843493330e+01 6.367506178020904350e+00 2.085265840047981101e+00 4.342791031897458298e-01
2.994077953487509376e+02 1.264806165463324561e+01 7.605540776596575903e+00 2.117224021313040438e+00 4.687205313212696733e-01
2.806509818084433618e+02 1.110238367280973115e+01 8.595230098272301333e+00 2.131999025155375982e+00 4.343591372740998602e-01
3.061535701178474937e+02 1.048185254534417510e+01 9.025430407422744494e+00 2.131432895467510136e+00 4.488193919370951912e-01
3.242916808310143324e+02 1.179588446445772121e+01 8.241354305403985947e+00 2.246274503587331495e+00 6.793451466173342501e-01
4.221312317496586957e+02 1.050964442848632707e+01 9.062876768924924775e+00 2.197068011853499314e+00 9.512758276882051778e-01
3.585479931016802198e+02 1.067564568297538052e+01 8.887234327174734716e+00 2.102759677916799852e+00 1.137160019182927195e+00
2.112445455605372331e+02 1.411538294653651526e+01 6.888577772927527043e+00 2.042841420402338404e+00 3.009065423551188223e-01
3.463313626542162069e+02 1.080010311684098845e+01 8.766405851129228211e+00 2.203682746086404798e+00 6.710699131927061467e-01
2.491769171245657049e+02 1.249840751479671397e+01 7.670324145274702410e+00 1.951292114181965243e+00 1.805001147484323887e-01
1.924166008306250717e+02 1.153742129374362158e+01 8.216829953270606168e+00 2.127883021322490187e+00 5.113911895759604143e-01
4.021985071708581927e+02 1.021571913697814082e+01 9.229532806843632642e+00 2.128479018525609501e+00 4.082691380961169236e-01
4.112568571446279861e+02 1.222076890204342803e+01 7.805385508745444234e+00 2.196956461731535803e+00 6.710837659171167147e-01
3.088417171031110797e+02 1.080476383703565979e+01 8.790619436247217422e+00 2.076438092960320336e+00 3.735047989853920170e-01
3.813819177950590529e+02 1.208416046564989621e+01 7.986796565766405287e+00 2.136654405493481512e+00 4.874179941033126573e-01
3.738038343636465584e+02 1.157299038567496119e+01 8.198564334116760222e+00 6.583397587265702455e-01 1.289251801913068984e+00
3.439933248033540849e+02 1.077446465528200115e+01 8.744024571749221764e+00 2.035107668942370385e+00 3.534694309672479218e-01
3.922152015673170808e+02 1.506101236180491121e+01 6.500895899938345934e+00 2.040099710734376348e+00 3.555454683723774933e-01
3.670541953872047998e+02 1.271639536530985559e+01 7.567369328934932859e+00 2.150622815417750466e+00 1.068062280817269061e+00
1.632516235958324557e+02 1.155610357986697245e+01 8.263843199652166405e+00 1.958389534821540323e+00 1.595164763076358516e-01
3.094021803363797289e+02 1.214047906928044895e+01 7.894303169328222403e+00 2.072357492898542208e+00 3.470767217460892229e-01
2.316166044942559097e+02 1.746475334130897394e+01 5.825358501201521655e+00 1.966288260619723172e+00 2.230043721701169268e-01
3.613473323925454679e+02 1.179850781289426287e+01 8.142372088931642438e+00 8.385584725324388700e-01 1.280392125479815402e+00
4.063723926260780672e+02 1.170952270825849695e+01 8.178142207796067709e+00 2.212249021481180300e+00 6.853346028004682067e-01
3.498455899537774485e+02 1.723082180634709815e+01 5.936088467742188790e+00 2.190810863283358945e+00 7.319953826816659737e-01
3.439806784129847870e+02 1.002468619689503093e+01 9.452264214772462481e+00 2.095638715375487404e+00 3.896273979367656515e-01
2.152045686101686499e+02 1.160929482848651340e+01 8.256110457864341612e+00 2.183323576490472373e+00 5.936671464479625904e-01
3.258940229222558855e+02 1.279689863459804400e+01 7.640227779334882285e+00 2.120277344985684209e+00 5.314316738464670564e-01
1.871105774950077603e+02 1.299179207125055768e+01 7.393075133860929071e+00 2.091850912673174356e+00 3.093597733653691839e-01
2.786602970811169939e+02 1.334675324552602049e+01 7.199205523478001467e+00 2.065391930356184513e+00 3.817431363660563348e-01
3.588014406790230169e+02 1.113538915117979400e+01 8.467350953050925000e+00 2.155336143554993811e+00 4.553900601905496726e-01
1.842625723331034635e+02 1.144424040290124012e+01 8.394180199683077603e+00 1.935126507317182831e+00 1.175548160403316444e+00
2.818703112462973195e+02 1.288787403872465021e+01 7.483625650121513040e+00 2.006352478236939962e+00 2.171477139737714446e-01
3.352429534052698159e+02 1.515231362803249304e+01 6.556745871677585491e+00 2.098076333561403661e+00 1.124692668160467202e+00
3.537507611575830992e+02 1.137905296141679656e+01 8.335648487673534390e+00 2.112336164330584243e+00 4.188455246578778324e-01
3.409999703543125520e+02 1.931395992738156409e+01 5.379626128515538674e+00 2.131175747985571078e+00 4.129292822634970106e-01
2.394616340814282012e+02 1.535822861257677197e+01 6.427814840571922872e+00 1.890728672383596987e+00 1.818853721976682603e-01
3.240910970839151446e+02 1.363166809352963860e+01 7.146516482215169219e+00 2.114566418649093116e+00 1.090767254376327822e+00
3.163824744226465668e+02 1.044552067676075424e+01 9.122183499162789033e+00 1.714884893142314404e+00 1.286844150750722893e+00
4.098213337406621690e+02 1.576859015570674138e+01 6.281494111547416104e+00 2.154755668385436529e+00 5.889059283106022891e-01
4.267018687036355686e+02 1.041669997689870364e+01 9.213484870819021566e+00 2.205056953426572264e+00 9.060241237554922389e-01
3.026859988409595417e+02 1.359235677997895841e+01 7.177558209268698697e+00 2.149876059266519590e+00 5.128299583523747707e-01
2.962145570016057832e+02 1.109212896344082644e+01 8.523046251099275494e+00 2.038450859109482316e+00 3.564261645148144031e-01
2.772558294886442809e+02 1.931880954351468560e+01 5.348394355114317378e+00 1.999853601412433513e+00 2.226900538448520206e-01
4.657242115362386699e+02 1.004162169965577434e+01 9.450846220385448859e+00 2.157796144546515471e+00 8.919361560784876408e-01
2.899446988907298532e+02 1.134418478319569523e+01 8.416570669792994508e+00 1.959848385868970144e+00 2.648507776577851969e-01
3.824809687252065373e+02 1.793410261302104658e+01 5.746136033432876822e+00 2.220357902817843510e+00 1.072650569562829892e+00
4.079512526647480968e+02 9.985793641484290717e+00 9.435303177857916168e+00 1.859242638525957503e+00 1.152207522091636793e+00
2.486885171885341208e+02 1.066574104879848228e+01 8.933428059749864758e+00 1.974368406159374256e+00 2.380571896902115292e-01
3.072065840967301824e+02 1.388044672641538035e+01 6.960865424681619729e+00 2.010048652307530048e+00 2.939426964185299918e-01
2.203786034889927805e+02 1.145572414943842432e+01 8.456701290368361157e+00 2.116865430070693055e+00 3.797742515759991444e-01
3.693596951576539027e+02 1.184912665524910835e+01 8.138367266483882645e+00 2.141567863530229321e+00 9.391190553595126778e-01
3.613949249839301388e+02 1.383703459907099820e+01 7.028195524983477327e+00 2.130904782715380641e+00 3.580299934677915741e-01
3.065635811952373047e+02 1.009119541944933829e+01 9.464350771494446590e+00 2.150274984053445859e+00 6.644558059476159961e-01
3.282665544281029497e+02 1.146440350112777651e+01 8.347960819649681952e+00 1.703210010194755597e+00 1.267944372035224143e+00
2.774475872702237211e+02 1.559938663248122737e+01 6.373710346147446693e+00 1.999619428603441218e+00 2.711150232014966632e-01
3.540737009239881559e+02 1.102547558138844863e+01 8.744743277963451078e+00 2.110652167795458389e+00 4.276467499568347708e-01
2.601748315104804306e+02 1.631312860779353713e+01 6.153009413949547479e+00 2.059574030168793257e+00 4.243985280659322568e-01
2.908276015901745382e+02 1.474289084411087991e+01 6.661256740725173486e+00 2.140093722758028782e+00 4.700382612576589625e-01
4.676154911113306980e+02 1.976598630173088722e+01 5.251251021480755732e+00 2.155581803001296759e+00 1.046217615146406654e+00
3.814215773836103267e+02 1.121683598999190323e+01 8.437630555168013302e+00 2.160615697640740684e+00 5.827899691873402732e-01
3.223948218161633008e+02 1.095413409851054887e+01 8.682849887498003127e+00 2.173176744797181925e+00 6.119701194615935202e-01
2.833458828381207013e+02 1.055059864564302252e+01 9.005142996762007357e+00 2.050486244672032221e+00 1.165704107110378862e+00
3.219745751093622630e+02 1.625411392032554758e+01 6.156889063277731111e+00 1.930841045278308243e+00 1.962262203871560917e-01
3.055497174721230635e+02 1.491451030039389813e+01 6.559908478853341052e+00 2.014992236424590022e+00 3.429981742823244861e-01
4.560469961770140230e+02 1.137365077685706716e+01 8.444372266089503754e+00 2.228235048381984829e+00 5.805713037004645027e-01
3.314190899852719667e+02 1.065994870844977882e+01 8.904648995345905149e+00 2.119015695687669343e+00 4.655118780049812832e-01
3.984817301392592412e+02 1.093799947524061089e+01 8.696355302850635738e+00 2.121267433580079853e+00 4.510307162836117989e-01
2.559014823883742906e+02 1.377619830022778480e+01 7.046582891092602274e+00 1.924770701938415041e+00 2.001480855926561220e-01
3.571159565590845091e+02 1.062291620982586693e+01 8.918889549758512558e+00 1.809600227838934927e+00 1.238231887746731541e+00
3.334454374801993595e+02 1.335469990670925178e+01 7.225238111263741381e+00 2.114101644267590174e+00 4.805320062397513414e-01
2.549530217208015017e+02 1.087326483254859788e+01 8.734319977680982561e+00 7.642056901793630175e-01 1.283739918477379005e+00
3.946264103864562003e+02 1.148952094813894753e+01 8.286705615383890944e+00 2.134209463704882737e+00 5.722964459721816555e-01
3.746250472482449254e+02 1.111393857458005563e+01 8.587995385796187264e+00 2.118902246944705858e+00 3.962697404186397154e-01
3.667396913979087003e+02 1.229192448305921559e+01 7.813756526981832096e+00 1.970757616524510869e+00 1.163683145418068721e+00
3.755152438172994493e+02 9.955870025262976597e+00 9.515599417277011085e+00 2.181242999339398914e+00 5.861579544174451151e-01
3.731722826456039570e+02 1.020068684538848558e+01 9.247844482056880366e+00 2.146865098663168325e+00 5.971662780474782384e-01
3.647699207531435945e+02 1.208867141643721510e+01 7.887416687529755777e+00 2.097801671349313057e+00 3.994257554044302605e-01
2.685605798340286015e+02 1.254327610113885250e+01 7.688656124296217698e+00 2.039355553405453936e+00 2.746611676529002177e-01
2.030284819632343272e+02 9.766950434556088467e+00 9.659762307761036837e+00 2.015362608251400012e+00 2.253416065796707835e-01
4.385425723855791489e+02 1.126290843227349825e+01 8.434383410822498206e+00 2.236139336540670985e+00 6.644050184616402399e-01
4.955027391988265890e+02 1.267352525881789127e+01 7.603884800366826013e+00 2.306243061188678389e+00 8.728375432698509684e-01
1.818858237861732050e+02 1.153873145859240168e+01 8.339589874862138430e+00 2.125793380676763711e+00 1.056357864264594326e+00
3.144829801510278457e+02 1.037874517501701455e+01 9.144533892319053336e+00 2.195285701290400571e+00 6.368319710316890925e-01
3.721084411697510177e+02 1.335769395259182346e+01 7.154101002914200258e+00 2.150740192069767076e+00 4.719055198404611406e-01
2.623572420779090066e+02 1.016583010561615907e+01 9.343715504159622043e+00 2.033724809548475232e+00 3.992526472990208797e-01
2.632397486392995916e+02 1.062758007488468337e+01 8.943663496580560590e+00 1.544655512858015278e+00 1.300693417281661990e+00
5.261921947923824519e+02 1.181739914241149592e+01 8.117331626980586634e+00 1.978295743752974456e+00 1.129915132598649397e+00
3.985103031544409760e+02 1.418690952837805419e+01 6.917185815647845182e+00 2.121413622617758232e+00 4.839898293362183135e-01
3.602897607247447809e+02 1.122961596475537505e+01 8.458932014416161493e+00 1.925822477749567163e+00 1.217677657226605481e+00
4.160075703027505369e+02 1.424790201658201028e+01 6.878146674572112929e+00 2.184224564054780160e+00 5.936869344820907557e-01
3.368606455144975484e+02 1.552380068055960471e+01 6.433725554143355119e+00 2.132011107718177367e+00 4.412437248008729274e-01
2.708398011259811256e+02 1.340845234619249915e+01 7.276363037310699333e+00 2.195335839082750429e+00 1.019240794042210352e+00
3.620580791431165721e+02 1.035183567059187837e+01 9.185053206473583032e+00 2.126531541438789308e+00 4.109128094759608718e-01
3.223969172643180627e+02 1.331417603590152687e+01 7.322451518540368021e+00 2.016961554277198587e+00 1.106519430253863012e+00
4.007313217187781902e+02 1.328177320975608744e+01 7.293469701708460207e+00 2.162739751310721825e+00 5.138630954825177399e-01
3.530547595705443200e+02 1.007052380484933174e+01 9.464022337814505192e+00 2.145823829742516065e+00 5.788172302635739008e-01
4.149834473162331392e+02 1.044109626744782737e+01 9.111551512077298298e+00 1.932670728395962545e+00 1.163372117107922765e+00
3.211531182474511183e+02 1.226108708491550381e+01 7.862145497607524902e+00 2.153540834274875415e+00 5.372332232122742912e-01
3.793455510278968177e+02 1.189741275082882943e+01 7.961255529614013504e+00 2.184430267914696522e+00 5.712672243382195258e-01
2.280094932158971517e+02 1.048456140171019157e+01 9.011091447354441897e+00 2.044889134902887928e+00 3.378619167171357796e-01
3.190497006590956630e+02 1.129053755962927852e+01 8.380262813274923062e+00 2.040894903249954595e+00 2.895990920588736861e-01
3.985639412819303971e+02 1.069767537897232934e+01 8.908786768776892018e+00 2.154622178369924423e+00 4.813670582200179071e-01
3.100974436519709343e+02 1.808107305869856063e+01 5.638657288408936097e+00 2.127015989522093697e+00 5.738651614040638504e-01
2.484173462309026661e+02 1.134458473855779204e+01 8.477849060024501782e+00 2.199653699067413815e+00 7.614009583197177689e-01
2.727900622134835089e+02 1.116079188295108438e+01 8.590676757652794038e+00 5.199265248586657506e-01 1.156334440499508398e+00
2.853597854744215283e+02 1.025485502382806047e+01 9.162227940528266501e+00 2.153548207929398384e+00 5.467274612122796640e-01
3.982443998062406081e+02 1.701861970447029648e+01 5.910602439352464543e+00 2.083364778953288976e+00 4.077191052716935271e-01
3.310401033989324446e+02 1.364710154082196958e+01 7.091418739428687168e+00 2.167137724103107566e+00 5.283610935665860042e-01
2.828413292142363957e+02 1.529103663399127910e+01 6.480517442947595796e+00 2.098020372097626041e+00 3.992509751262436901e-01
3.381299487799847725e+02 1.003530816857004559e+01 9.411836991314038059e+00 2.126169685746410742e+00 4.933305086988801769e-01
4.366453541980708906e+02 1.397319898291724094e+01 6.905267434872255805e+00 2.214596425419232517e+00 6.129953108031370723e-01
2.986057269009539823e+02 1.110333878737166025e+01 8.595126431147782853e+00 2.123227191287483606e+00 4.241663232108836001e-01
2.084214960413538904e+02 1.061939601554995960e+01 8.969651085451905814e+00 2.111868977738020181e+00 3.728884424438922984e-01
3.996336211887332865e+02 1.276318343872278405e+01 7.637442338022539801e+00 2.213448864142407935e+00 6.137615463601646670e-01
2.932003602418718060e+02 1.248896096811230194e+01 7.663603294974677738e+00 1.867201981301082281e+00 1.186488767650178744e+00
3.505882765693086185e+02 1.656900121210850685e+01 6.031420712541576634e+00 2.157466580045320104e+00 5.358768799039347330e-01
2.743192969291910117e+02 9.759193325070230074e+00 9.707588100905136130e+00 2.113127531515451185e+00 4.443059051531950132e-01
2.024789286952094756e+02 1.316901111818414627e+01 7.337751513446799656e+00 1.981446712628386564e+00 2.551682921905945589e-01
3.248265180305252215e+02 1.267548385031146019e+01 7.653616747249273544e+00 2.115315436952010852e+00 4.166889425601183472e-01
3.942946338414825505e+02 1.016789942721469941e+01 9.336589893603974843e+00 2.175007542620624790e+00 5.342422232539745242e-01
3.412293824836826275e+02 1.594566057292903949e+01 6.269936014781902323e+00 2.170806197368162493e+00 5.522599651314828995e-01
2.784738288411353437e+02 1.373626438668956418e+01 7.078958753729827080e+00 2.108176622253421062e+00 4.333835510339468788e-01
2.620831867846871432e+02 1.303377509993112504e+01 7.426902927776150243e+00 2.100444336664941680e+00 3.086612647015271049e-01
3.109167477094227934e+02 1.321703898738628880e+01 7.314017489548789719e+00 2.119539320000474181e+00 4.923225601104239124e-01
3.779743030326257553e+02 1.126079583514655980e+01 8.537981147997587783e+00 1.333785913456822847e+00 1.280541019828293603e+00
2.467775322896897876e+02 1.186485289992664249e+01 8.005599449123669942e+00 2.052784193641261190e+00 3.357184929378587146e-01
3.513058947483017960e+02 1.305328613940310412e+01 7.372209222981345178e+00 2.130949223586942942e+00 4.007804339173975938e-01
3.721520243047490908e+02 1.081395134412836967e+01 8.858430173061334401e+00 2.195026133471144281e+00 5.703808034564962215e-01
3.793513207732838168e+02 1.105889337035735487e+01 8.599385982190232980e+00 9.676040457152907948e-01 1.325110785086362375e+00
1.873062544659019579e+02 1.067363458839746393e+01 8.911154903262156424e+00 2.064538146511149197e+00 3.669167172564244406e-01
3.793209000438116618e+02 1.344293814935524445e+01 7.240418922984215300e+00 1.983035870517373400e+00 1.172455226784761440e+00
3.101986173234571993e+02 1.638751844564571414e+01 6.166933793527679342e+00 2.174590347157138837e+00 6.416316840694055168e-01
3.187337242277045561e+02 1.146351029073467664e+01 8.357857297949308872e+00 2.166681524415539073e+00 9.317692868189373367e-01
3.876344433791055053e+02 1.309458634264165688e+01 7.460112604958470506e+00 1.437471392212878563e+00 1.313179147857149287e+00
2.396917210739267432e+02 1.676900556438991075e+01 5.981945113875394959e+00 2.056518530279232593e+00 2.802155817875684463e-01
2.126837436492505446e+02 1.060440744401088331e+01 8.951750908789730232e+00 2.067577679408162172e+00 3.508163113186327786e-01
1.786884869497117450e+02 1.357143751674785648e+01 7.165262074578664375e+00 1.980809625388464390e+00 2.369734579666827046e-01
3.457967735918664971e+02 1.006574273911781958e+01 9.401110817130716057e+00 2.123275251156679921e+00 4.312810782484838290e-01
3.125331218388226944e+02 1.771182897190293204e+01 5.732461455662162031e+00 2.078463643661096150e+00 3.562998714509210685e-01
2.860901744756943685e+02 1.140016794096246855e+01 8.389137561074779370e+00 2.142173119099595624e+00 5.412780010215313409e-01
3.015199520383989693e+02 1.132058443022647864e+01 8.401015084094749952e+00 2.149280711727272308e+00 4.651978411367153066e-01
4.274005817167160899e+02 1.055941035482892865e+01 9.119565743592493945e+00 2.168941158965841609e+00 6.762273602628753322e-01
3.770078668345795450e+02 9.893377449907585941e+00 9.648453353882562311e+00 2.195072396759358391e+00 6.243524229747752230e-01
3.009821791776839746e+02 1.136723896466920358e+01 8.398893049293253199e+00 2.148472742907853839e+00 5.997604090484219830e-01
3.021917060128855610e+02 1.179613404056682313e+01 8.071462196691326696e+00 2.185861644325613806e+00 5.016153121800578374e-01
4.965243369614364610e+02 1.328876988146648408e+01 7.269091339563329868e+00 2.060205289830355113e+00 1.149616385897443083e+00
3.139359139064370083e+02 1.071118573918624506e+01 8.885326968262827307e+00 2.097998329632969838e+00 4.486079538202743522e-01
2.865377120950236076e+02 1.464329796249966975e+01 6.711159127237337430e+00 2.186991388402654390e+00 9.464669100736623486e-01
2.999310756941826526e+02 1.131051894469519148e+01 8.357656473972458144e+00 1.951033642480785701e+00 1.758537895127401385e-01
3.424816784155312916e+02 9.957905537789603301e+00 9.539895939445511175e+00 2.069033311138711362e+00 3.190503225974883894e-01
1.788004446707501245e+02 1.327502595250123818e+01 7.342359096408392460e+00 2.178567686197988795e+00 5.734464933443718104e-01
3.894114025878242842e+02 9.952882545741209341e+00 9.539637807514095513e+00 2.108016455930092459e+00 1.022337955380844043e+00
4.655365862784499882e+02 1.010916738379823165e+01 9.402573434463198154e+00 1.503365933464253956e+00 1.245274079846800719e+00
4.088371393865847949e+02 1.613101093630025318e+01 6.237147029300341927e+00 2.210890845428429063e+00 5.976250147706366755e-01
2.418956607799323706e+02 9.953259430980434530e+00 9.597936785837488216e+00 2.222555937835472673e+00 7.948433820373981273e-01
2.348182168556385534e+02 1.141874519664777665e+01 8.346304464024028036e+00 1.417166588379096481e+00 1.266013623684048905e+00
4.341671582252632788e+02 1.006037127849065804e+01 9.425213255246809751e+00 1.619997528842137768e+00 1.291683871745166634e+00
2.642513346771032161e+02 1.153855683134123922e+01 8.257767043492791004e+00 2.094398115062079846e+00 9.569178297735935201e-01
2.489275902819989597e+02 1.544781717682811362e+01 6.386196110465098386e+00 1.868235024955753776e+00 1.203493375058924508e+00
2.696127732535476866e+02 1.317751086423613671e+01 7.368640563972927104e+00 1.982963052947285032e+00 2.396487167407478081e-01
3.240523758621270076e+02 1.123330296289111097e+01 8.491669055616522854e+00 2.004272867200472152e+00 1.125800701314946473e+00
3.657609736853573850e+02 1.282078032990239791e+01 7.523519410458153978e+00 2.189783069882601296e+00 5.894331623579299739e-01
3.272963829758475072e+02 1.298575322242031760e+01 7.419577474269162032e+00 9.681207886088172287e-01 1.225785948483044674e+00
1.447989784024813957e+02 1.127971761114429761e+01 8.441590122767436810e+00 1.760525896147555613e+00 -1.102658702640184202e-01
3.440529248258743564e+02 1.493887584221264397e+01 6.579365987025101781e+00 2.060671133691319934e+00 4.978262965260308870e-01
3.746406902258802347e+02 1.520196599206702714e+01 6.498305983479382597e+00 2.134727647024067920e+00 4.883370539086363538e-01
2.519383609670082080e+02 1.551426756968452203e+01 6.399592227867700878e+00 2.043166789509736958e+00 3.785062706585080594e-01
4.096026760039435430e+02 1.800543181193640407e+01 5.705109276776370919e+00 2.169411356535794422e+00 5.267793348618091676e-01
2.996169832700585403e+02 1.398129224000063253e+01 6.891757189757641733e+00 2.104338322674991879e+00 4.221746916832195828e-01
2.263460989195600348e+02 1.584623124920704917e+01 6.255253239608680182e+00 2.019665163919520001e+00 2.233916342944504696e-01
2.783873270782949021e+02 1.067968591949004598e+01 8.833012478657620292e+00 1.971707094206904376e+00 2.035207703255581257e-01
4.723859018886818149e+02 1.310398677568754700e+01 7.347833423764067895e+00 2.215859984450659237e+00 8.781967625068219929e-01
2.957210062271084325e+02 1.040977639146818845e+01 9.117250691855330658e+00 1.793708235361108905e+00 1.287748511404333662e+00
3.687123418746644461e+02 1.242291575437241491e+01 7.733382382567847380e+00 2.182926670569380612e+00 9.037950674534627193e-01
2.467474054490772062e+02 1.042225758632658028e+01 9.157780163289812592e+00 2.134338945533285958e+00 4.226006136330801022e-01
3.057366662048125932e+02 1.393824057363818270e+01 6.941863939931275596e+00 2.041265391651622352e+00 3.367477389496427720e-01
2.563515667948203713e+02 1.356391373793954003e+01 7.218586272682835592e+00 2.006094179475182759e+00 3.032486489269379248e-01
3.833188920123087087e+02 9.771264313766531373e+00 9.730644759089432938e+00 2.091597653312155636e+00 3.500862009774794448e-01
3.298772943029890143e+02 1.181018602095823233e+01 8.101579339848166583e+00 2.183866969902558353e+00 9.718201522950692395e-01
3.397482831738968798e+02 1.495283745591990687e+01 6.581754260374361287e+00 2.189400517751096675e+00 6.875406543258959502e-01
3.192923566656381240e+02 1.033740071770133184e+01 9.219808730107647676e+00 1.976447682739220113e+00 3.018864851553459960e-01
4.080995022610306933e+02 1.181541507119702317e+01 8.073453486726068107e+00 1.413567557587995793e+00 1.261696846379225301e+00
3.850125587860948144e+02 1.471001547750494431e+01 6.639517578888945337e+00 2.080273755708351491e+00 4.215793381827048214e-01
2.904562922663525342e+02 1.426362988965127876e+01 6.844884885820678555e+00 1.804312040859711530e+00 1.267619091844798040e+00
3.273469774920658892e+02 1.068588310437238142e+01 8.950873246210710121e+00 2.065672974467207101e+00 4.391823498555899041e-01
3.454450543945744130e+02 1.282234365740822923e+01 7.497499640076890515e+00 2.279080319029501034e+00 7.361672821056364224e-01
4.200729960378431542e+02 1.476018976212220402e+01 6.686761427985185691e+00 2.183515147103408438e+00 6.387324251734378677e-01
3.762463881450727854e+02 1.012721197988932786e+01 9.270483617503797902e+00 2.183314833915708686e+00 5.403277966012413058e-01
3.578804830364842928e+02 1.133680736368129693e+01 8.329333851154526513e+00 2.208994969809006559e+00 8.571603604464261839e-01
2.425287275428178191e+02 1.644695747360800553e+01 6.114501537699368328e+00 2.114110377319944334e+00 3.676296790931980474e-01
1.872608971862755993e+02 1.032472848982437164e+01 9.210107369340207129e+00 2.072884324296872638e+00 3.464148124370289294e-01
3.225913677082467075e+02 1.458260402023216784e+01 6.783414666691973238e+00 2.121158981647704334e+00 4.409508556061795259e-01
4.021336020643798292e+02 1.199935123565478534e+01 8.022381204069464644e+00 2.178636500302966184e+00 8.441363698003262472e-01
3.055396129367737785e+02 1.182848481054140066e+01 8.066537161528872346e+00 2.043705862899716674e+00 2.822723251969539993e-01
3.026226710268602460e+02 1.215945961784074392e+01 7.862741051885357102e+00 2.066411708074744613e+00 1.113608348561065720e+00
3.955794354359975387e+02 1.172447571991733284e+01 8.101939724760745420e+00 2.176753992258629644e+00 6.822675340892127016e-01
