# luminosity_distance	mass_1	mass_2	ra	dec
3.208188222825923503e+02 1.007338729409311462e+01 9.462619656022452475e+00 2.033555360465457262e+00 2.819489821548573638e-01
3.307390538930876005e+02 1.434838709640291654e+01 6.775425266155091109e+00 2.156752124458684250e+00 4.976840242514374846e-01
2.778047146765590014e+02 1.198609145073237059e+01 7.986397418742748222e+00 2.050442775473259704e+00 3.224704160343880854e-01
2.707347971280493653e+02 1.921529921220204074e+01 5.442875964701967106e+00 2.074973764532421328e+00 4.230539720156052952e-01
2.554100499420983681e+02 1.476633915260355856e+01 6.747734045831775163e+00 1.992010357193233716e+00 2.449095478666133696e-01
2.720407910548963741e+02 9.746723005441662480e+00 9.675790810765178662e+00 2.078195141827516412e+00 3.919759620258742583e-01
2.937518582003283996e+02 1.661061911986030637e+01 6.056470509483735221e+00 1.993932456731139613e+00 3.030940191864315292e-01
3.101829825565197893e+02 1.003553463071763652e+01 9.409936672135204461e+00 2.054253834641525334e+00 3.466586809324143648e-01
4.509977188912687893e+02 9.995143724627764570e+00 9.408677721056513121e+00 2.229356475531770521e+00 7.312729224514725734e-01
2.940079158405965813e+02 1.036214653754601756e+01 9.115450022318208667e+00 2.029426653657060431e+00 2.931232167840211456e-01
2.703596629106732507e+02 1.246143308614961853e+01 7.765813376756772968e+00 2.097887702888554529e+00 3.882915239618462411e-01
2.732615196703366109e+02 1.055843817433954790e+01 9.027587555874793779e+00 2.188329356381610857e+00 5.917316540277304249e-01
2.696624897883997392e+02 1.010142860091703199e+01 9.433698772767940000e+00 2.165136877108500002e+00 9.380492590589287749e-01
3.039178674541213354e+02 1.087334356461153106e+01 8.778300080290913243e+00 2.011209416659035298e+00 2.839220046526535479e-01
3.178393052232665354e+02 9.987308970780672368e+00 9.440335413461358627e+00 2.053785671183001149e+00 2.993386520380447169e-01
3.807257085897998081e+02 1.179537814379521343e+01 8.098800264698201801e+00 2.222034141360988091e+00 8.966816399070229870e-01
3.672958149034824942e+02 1.009573478256705847e+01 9.428812686749472149e+00 2.229227870226380137e+00 6.032317364418857686e-01
3.745116496266840613e+02 1.013011668496217510e+01 9.369681410660447796e+00 2.188136429023978646e+00 4.834969079420537441e-01
4.308605057983085658e+02 1.023242166338873993e+01 9.336583827307253003e+00 2.221596086284380878e+00 7.444338135756456420e-01
2.302983471714476593e+02 1.690721383963085245e+01 6.055396276965488767e+00 2.075102893689249939e+00 2.485908953193866344e-01
3.070412091896720881e+02 1.215678695169135892e+01 7.887334559461254280e+00 1.320299140167693785e+00 1.279729146012353658e+00
3.179973042729197914e+02 1.355163627808609661e+01 7.077818772994250551e+00 2.077925875937132627e+00 3.567988193578968126e-01
3.785522684582594479e+02 1.533084778380750457e+01 6.451935263625454553e+00 2.144057450336253279e+00 1.031745864681681280e+00
3.020901667808554407e+02 1.142168329373735425e+01 8.316333508333944025e+00 2.065409124347242997e+00 3.037000747020887070e-01
3.723878776004065116e+02 9.864203806282525022e+00 9.667048496096080967e+00 2.061339260990285194e+00 2.928804841732428055e-01
2.124578676952923786e+02 1.039579810585425612e+01 9.183332696093829739e+00 2.247684269776682342e+00 7.144287306129245563e-01
2.745117907071797845e+02 1.147150887440319345e+01 8.256759501144737001e+00 2.137468675474581747e+00 4.660094514940978927e-01
3.225622651089600481e+02 9.804353948477139369e+00 9.680639308547030808e+00 1.623875617392843473e+00 1.287216898493284800e+00
3.643241765278884827e+02 1.549873470873135872e+01 6.416833411019779554e+00 1.993770697963305860e+00 1.168299540386839697e+00
2.429969602667318043e+02 1.808969166473126222e+01 5.662154908491782379e+00 1.918963483628726596e+00 1.492551242628814834e-01
2.880988247133661275e+02 1.022511734766697344e+01 9.323992607570076530e+00 2.171620137786153482e+00 4.898397909672742023e-01
3.030413619295179615e+02 1.165551058807610829e+01 8.176034410787380580e+00 2.154851343410688180e+00 1.054359037730564053e+00
2.178335396909468784e+02 1.175822564002002224e+01 8.218287487921514867e+00 2.034420324507564271e+00 3.221329693661818538e-01
3.543208041964205108e+02 1.331498962781539319e+01 7.216826809958135414e+00 2.126547948907584029e+00 4.165735465891272082e-01
3.350643714024765814e+02 1.352281445772919888e+01 7.145224639347975248e+00 1.684089145171038027e+00 1.255855787258818967e+00
3.270130187425250483e+02 1.375916763431702883e+01 7.064340835599447921e+00 2.082152597750570155e+00 3.483000394384954124e-01
2.098844942443169543e+02 1.393285134468105113e+01 6.997225989913943955e+00 2.177972925209631150e+00 4.585393850109182323e-01
2.919725317281461798e+02 1.303933711158658326e+01 7.398279612444899733e+00 2.078650861308585895e+00 3.577217867090524694e-01
2.253929168810516614e+02 1.114224123923147580e+01 8.557939743884364958e+00 2.207774622321463376e+00 6.171851837747486247e-01
4.067967678646069203e+02 1.114312078584843135e+01 8.541384627025065512e+00 2.051445476255220335e+00 1.116937003730981592e+00
2.747008221794734482e+02 1.320816111299491702e+01 7.303115863919766859e+00 2.073106481527523304e+00 4.229754533322287458e-01
2.049807216251858790e+02 1.317334366180206828e+01 7.331270792320432328e+00 2.050600344795524332e+00 3.227652466213650206e-01
3.447863038085778271e+02 1.085537662703212192e+01 8.820300852811771009e+00 2.097761136578820462e+00 4.343735129336444012e-01
2.476769657501440349e+02 9.869373805540986311e+00 9.598522059340732326e+00 2.168119545438279783e+00 5.303362366567353492e-01
4.057661025699597417e+02 1.370307932666663042e+01 7.148010195514263643e+00 2.197459122731177938e+00 8.734980736398428869e-01
2.405728613342550943e+02 1.243357193902079416e+01 7.713897699549189468e+00 2.068261567628366659e+00 4.395391246066610580e-01
4.084059160247869045e+02 1.050239161402251398e+01 9.096242271905964571e+00 2.179742286944414520e+00 9.874362334968628252e-01
2.539126518642952703e+02 1.194866444913600922e+01 8.034931946866857189e+00 2.118938067729202679e+00 1.058052761701287370e+00
3.101526810086718910e+02 1.345478220116065238e+01 7.180255203511350715e+00 2.156448500073156360e+00 5.032468715557666394e-01
3.656914604620279761e+02 2.124194831007003259e+01 5.057000439164768046e+00 2.165350630241574148e+00 5.868544649570859306e-01
4.338379627810419379e+02 1.656003683319769237e+01 6.034993176792521119e+00 2.197846952008152055e+00 5.190991750985050057e-01
2.493172496444594231e+02 1.242285166161661358e+01 7.733424856219751398e+00 1.801436634082849153e+00 1.253850898022105920e+00
3.765597840666791285e+02 1.430998767588703480e+01 6.820078748126094048e+00 2.200006279002093112e+00 8.004169944227993438e-01
2.676181315836702197e+02 1.028902675187995719e+01 9.241406525809196637e+00 1.946027015949976846e+00 1.822488969914314028e-01
3.324060677332195155e+02 1.011468238746600434e+01 9.461366333234391135e+00 2.133429810313620667e+00 4.242837859469071327e-01
3.011976456583277013e+02 1.484697450503916372e+01 6.659002691147239084e+00 2.098433152238443178e+00 3.422689958031063795e-01
3.922744364394315539e+02 1.200336760183845186e+01 7.970436345280118573e+00 2.117109147428892335e+00 4.966193301466465537e-01
3.101590005592615853e+02 1.066125912070623016e+01 8.834685473765976127e+00 2.024536881647871489e+00 3.636324756965284011e-01
2.156090030483379110e+02 1.068379568668927249e+01 8.856047791556504123e+00 2.088819126150780470e+00 3.482739368210829856e-01
4.398838269821431481e+02 1.101585951717160938e+01 8.793875772343506370e+00 2.206519752235420295e+00 8.673837871162491941e-01
3.268169272869142219e+02 1.322455656896589460e+01 7.344716063411712348e+00 2.062328782560656215e+00 1.074215922206047891e+00
4.188660140499390536e+02 1.918440491437473128e+01 5.411337286138242497e+00 2.227254799105794714e+00 7.864016377544705838e-01
3.087581114659100763e+02 1.374180855315844951e+01 7.063542360636254180e+00 2.154180321455120062e+00 4.479340500688551163e-01
3.122964191932988456e+02 1.541980191632188912e+01 6.389867948461268377e+00 2.093552133020622374e+00 3.880606493193901052e-01
4.138061113933169395e+02 9.748265953170731635e+00 9.714483198554500376e+00 2.174159795572606857e+00 9.817958723020203671e-01
3.480373671512765554e+02 1.578299541569742637e+01 6.272507629305182242e+00 2.115222473756356525e+00 5.330715056650572325e-01
3.729683417732810540e+02 1.206993789857078703e+01 7.887949736827222225e+00 2.192187895207126314e+00 5.271994928635611588e-01
2.681161523504075035e+02 1.363310740265437460e+01 7.104793338711586692e+00 1.986424770856334732e+00 2.270000774092031937e-01
2.464559144186383719e+02 1.362528384734366860e+01 7.131241454589159368e+00 2.226363242426953271e+00 6.809416977445748032e-01
3.533624565384030234e+02 9.864273733527902266e+00 9.624830964295300717e+00 2.205307636288573292e+00 9.612361653658736405e-01
3.477921100733133244e+02 1.538549054520748705e+01 6.425868357919372720e+00 1.530399926901122143e+00 1.272867990936755289e+00
3.175315860061900821e+02 9.763603007791477495e+00 9.700186761388117418e+00 2.104398771142405700e+00 3.692681096841474164e-01
3.273002771024692947e+02 1.150533649209947917e+01 8.241273271800569233e+00 2.049135121680926819e+00 3.112359438186597660e-01
3.034022252442472904e+02 1.536558919529701406e+01 6.417297590244357863e+00 2.045871579774464433e+00 1.157456334050607660e+00
3.618471146414540272e+02 1.484931371948965761e+01 6.682566228572352607e+00 2.022970077668428512e+00 1.071986064148564344e+00
2.521095314581065452e+02 1.283000931728204641e+01 7.574803465448979090e+00 2.097016385050731735e+00 1.068777680318934165e+00
3.094728244822805436e+02 9.950665056827503463e+00 9.614520625038267099e+00 2.161973736012059000e+00 4.315753721121272646e-01
3.409913887608954042e+02 1.165662707480485594e+01 8.128509643648405003e+00 2.101932152418165778e+00 4.171489034608131807e-01
3.426070467802070993e+02 1.061390737070921375e+01 8.946905625383729799e+00 1.103711564072082929e+00 1.287361007438373894e+00
1.846938053687409251e+02 1.233966791824915887e+01 7.749775193714236288e+00 1.761277242872633764e+00 1.251253846240539813e+00
2.902463409558445164e+02 1.404340260258372375e+01 6.878237117258803934e+00 1.994001818939668880e+00 2.826779742119742700e-01
4.272941831258366392e+02 1.117018006798618934e+01 8.522291109689989597e+00 1.860077210575255435e+00 1.158047558365631113e+00
3.861267957261732136e+02 1.001863832757735473e+01 9.418014132630654345e+00 2.257861729870272782e+00 8.823123202425203759e-01
3.112971108332296239e+02 1.041528390783368252e+01 9.143236876941280400e+00 2.175462223468051626e+00 1.063605912067087544e+00
3.152916626293129525e+02 1.398239161107962580e+01 7.018402773483700230e+00 2.098836219810616299e+00 4.399329789831168958e-01
2.406395531283133948e+02 1.157180733089552227e+01 8.247173538063742981e+00 2.155856004519216551e+00 4.924395338351467144e-01
3.945694948306737615e+02 1.044803709967413496e+01 9.114756924205501321e+00 2.213204808915737232e+00 7.020861037500465418e-01
3.709381483316136041e+02 1.193905705200473122e+01 8.014451370589414481e+00 2.173641259661203584e+00 6.109438753122924393e-01
2.833362737497297417e+02 1.195829186697269186e+01 7.926607050652398456e+00 2.071694671039792102e+00 4.081416850061501678e-01
2.437801595453437926e+02 1.626390191293723220e+01 6.156322483196627893e+00 2.100357477100584624e+00 4.858189085825464493e-01
2.349160680167331350e+02 1.129756300338162056e+01 8.427475230435604203e+00 2.097261056666050116e+00 4.371584285916872981e-01
4.206705455885999072e+02 1.050580342507970322e+01 9.047580122161390292e+00 1.876775397403220857e+00 1.249347789661674479e+00
2.974769545513096318e+02 1.059565093263068469e+01 8.945033463789247463e+00 2.056349624026273748e+00 3.342099024669217822e-01
3.635710393124650182e+02 1.250380075163161209e+01 7.734564117049051113e+00 1.715743624491173236e+00 1.233704148044956650e+00
2.307518179624713923e+02 1.400277405607587689e+01 6.971658261815713686e+00 7.688637886124283227e-01 1.254924431401028162e+00
3.183328852761251255e+02 1.210149904792019271e+01 7.922033035895051256e+00 2.095387042082596629e+00 4.231563659325713878e-01
2.485321320872156718e+02 1.579643015151594021e+01 6.357175970294803413e+00 2.039828338170630140e+00 3.560633516859254555e-01
3.864567184479718662e+02 1.138646573034282206e+01 8.423599874833541890e+00 2.152543687884963752e+00 4.882171235215199134e-01
2.890407367404168895e+02 1.153285903951328351e+01 8.316956749340182142e+00 2.178228113027691037e+00 8.119752586939180672e-01
4.541567116827520181e+02 1.372574309629153966e+01 7.139960307178207621e+00 2.154060655140087377e+00 5.639119604185145462e-01
2.286564603654941834e+02 1.037777972362905743e+01 9.139665175650270257e+00 1.165674119520293317e+00 1.314820925946454055e+00
3.472936859323662020e+02 1.291021188914016093e+01 7.553784766061105493e+00 2.112188075143521360e+00 5.374976247103551152e-01
3.005241356490338376e+02 1.439212822419341009e+01 6.793134512958271642e+00 1.955313643453779893e+00 2.628805404799714474e-01
3.420807465360721267e+02 9.771589612808648795e+00 9.671985952876886117e+00 2.117795700439855100e+00 4.872428035608012964e-01
3.873356561014207387e+02 1.288623673063051456e+01 7.525373534811409471e+00 2.198185459819856469e+00 6.449798164130134959e-01
3.531578210400672901e+02 1.210669653707811655e+01 7.917733316101013941e+00 2.159353858251364500e+00 5.029762229046262911e-01
2.514658186799968576e+02 9.978763330557947953e+00 9.561544891597453244e+00 2.022579438295718735e+00 3.515373108141707226e-01
3.189915449688300555e+02 9.816195374363768877e+00 9.677752790838333397e+00 2.097350002917683920e+00 3.851087312905340787e-01
2.240863192484371211e+02 9.918290708892596896e+00 9.584533890309362647e+00 2.184215355303097628e+00 9.338688769994516470e-01
3.826834482076305335e+02 1.333537478187901826e+01 7.231203391830718807e+00 1.759433380143493153e+00 1.254036778466324442e+00
1.372469976529826852e+02 1.360122846636840421e+01 7.149886559237825345e+00 8.218813237044404474e-01 1.318563349462036127e+00
2.722125702008461303e+02 1.618938726423203178e+01 6.196563309233674488e+00 1.894274083818945353e+00 1.808920443787278010e-01
3.976712043481043111e+02 1.352711045180290306e+01 7.124579220864910134e+00 2.121192581969492785e+00 4.850941349533111624e-01
2.950084518178904887e+02 1.933641252979569458e+01 5.386199659164043752e+00 2.126816546671848940e+00 4.898641861660708030e-01
3.744768424367531452e+02 1.208241316953932554e+01 8.001688204893056877e+00 2.094556829021877231e+00 4.778846305898298841e-01
3.568829350288426099e+02 1.065368110147776193e+01 8.876575122241904481e+00 2.090178271242769448e+00 4.539365375328160424e-01
2.537502674742949011e+02 1.268231591119048751e+01 7.650969188270202892e+00 2.145369456310351364e+00 4.664032134901412996e-01
2.738680701031486819e+02 9.984162416335507828e+00 9.508842403007097488e+00 1.895681511782920659e+00 8.325497257325954747e-02
3.066729015259617199e+02 9.885237988240591633e+00 9.607849455437797559e+00 2.098563132422947231e+00 3.837398251582174735e-01
3.202646655909910010e+02 1.495998371556334661e+01 6.623561913120255440e+00 2.090897294318177835e+00 3.833786038525406892e-01
3.497138543234853501e+02 1.072544742388458694e+01 8.936465971639231398e+00 1.063462062675283093e+00 1.284310404194374700e+00
3.620514001286957750e+02 9.985474703489730430e+00 9.575373833034666049e+00 2.155106115099674646e+00 4.794149216207203024e-01
3.432633794406762604e+02 1.558773853913783114e+01 6.417499232558521172e+00 2.131889088527223031e+00 4.710583226834672566e-01
2.479030148746051339e+02 1.148557430427257842e+01 8.311017722167390431e+00 2.116238949549737569e+00 4.177441419922593435e-01
2.682758621597427009e+02 1.006191595744739331e+01 9.429639463631994900e+00 2.109337334046489154e+00 3.758763200710719121e-01
3.426062880151304739e+02 1.136418633449688187e+01 8.310442875199283819e+00 2.170176238033821203e+00 4.510060630681006488e-01
3.181938377674435969e+02 1.036612738875877859e+01 9.168975135471267635e+00 2.039549909922714122e+00 2.862920320067729452e-01
2.285708675026598087e+02 9.884083682722485165e+00 9.588327575331227592e+00 1.988575012155414434e+00 1.841835165630692495e-01
3.971596321210084852e+02 1.113827331077680149e+01 8.513019665248618750e+00 2.126217324572432954e+00 5.244247193170600285e-01
3.763909411347638638e+02 1.258503279217226201e+01 7.634050291040912484e+00 2.113761468707520130e+00 1.052613037740475654e+00
1.803579244404117787e+02 1.040928047725268257e+01 9.084447868872612020e+00 2.046022588273362253e+00 3.633078222360137111e-01
2.836888363719576205e+02 1.044603915158721819e+01 9.056346917564063403e+00 2.118311985953184262e+00 4.336000086026651212e-01
2.509724064442190752e+02 1.495950798905413670e+01 6.619879309237121312e+00 1.865613595411502956e+00 2.111406098785855168e-01
3.709811670123333442e+02 1.373823747008155571e+01 7.142440706874645606e+00 2.223171934969675689e+00 8.786530518464610306e-01
3.722058821513408589e+02 9.865645458505696297e+00 9.637791675977098294e+00 2.191121167180527962e+00 7.982049427786609419e-01
1.634023264282953676e+02 1.017742223077729413e+01 9.326568090671031541e+00 1.873099490557935898e+00 1.168448155617083928e-01
3.134181576852969329e+02 1.008004190577653958e+01 9.373771197546361122e+00 2.100611967349108600e+00 3.720457099837372050e-01
4.206452631307830643e+02 1.525500508696627122e+01 6.454193953261802008e+00 2.159996793435076334e+00 5.156967793082053442e-01
3.758046492757461579e+02 1.407271663753493662e+01 6.947559705270338171e+00 2.219965907898871382e+00 7.948223717726626836e-01
2.980703502887207605e+02 1.056844980085753249e+01 8.989963262543755107e+00 2.215820652047763684e+00 7.856796748740326741e-01
2.668226359661368861e+02 1.170336884606700067e+01 8.199311082560146957e+00 2.036289369131190075e+00 2.986317912321812540e-01
2.044303215706391086e+02 1.016540948004048417e+01 9.334117647438944232e+00 2.118812413916340009e+00 3.545797559227915063e-01
3.854440524067264278e+02 1.211368302743792569e+01 7.988845511329873084e+00 1.891236247328751396e+00 1.172478887697854910e+00
3.302918870956244177e+02 1.060960790953087773e+01 8.983770823020936547e+00 2.141692418939857845e+00 4.605771410002584831e-01
4.325641982354185302e+02 1.577590675334312209e+01 6.299635929585635452e+00 1.974448393137270497e+00 1.204835371819000578e+00
2.123170928567516853e+02 1.320574070796092236e+01 7.310326665034430960e+00 1.963208147532616188e+00 1.950120891589086081e-01
3.289085475106414833e+02 1.233808411550569417e+01 7.813633865175142468e+00 2.269752863502005003e+00 7.590862416303727489e-01
3.071648987787571627e+02 1.203321151820605905e+01 7.920177343871769970e+00 2.145939929850039452e+00 4.732323434618290747e-01
4.735409874025211252e+02 1.134066050989597585e+01 8.515837396822282912e+00 1.974893539271008525e+00 1.150203541140511154e+00
3.038793928829780384e+02 1.072751457991942559e+01 8.953719944495386329e+00 2.069294200730290800e+00 3.186875641677351378e-01
1.778803774133984632e+02 1.039296806388674277e+01 9.133646253893759948e+00 2.040749418588357234e+00 2.430645592907589303e-01
4.041097728199416679e+02 1.564190756118590286e+01 6.334252579553237616e+00 2.125547871538703504e+00 4.982795178798065661e-01
2.978689942014877943e+02 1.258988763360957996e+01 7.658612401979552509e+00 2.160906619730768252e+00 1.016275211279322521e+00
3.633204657993003934e+02 1.577943853557120946e+01 6.298333357674105848e+00 2.105176738308363049e+00 4.786341787794072822e-01
2.521985820483386931e+02 9.821375325407855073e+00 9.703890962133566944e+00 2.178465545720705610e+00 5.134059836198580085e-01
3.556813329448816035e+02 1.381856023377860154e+01 7.053014357393922573e+00 2.075844494830379805e+00 3.511371611222030009e-01
3.007330927687323197e+02 1.111465892340933692e+01 8.588298915103948161e+00 1.959071718039481436e+00 1.655183054655250952e-01
4.039649051362459318e+02 1.039436874029676261e+01 9.110354595429670965e+00 2.179029546791823257e+00 9.825183203814511490e-01
3.678960051998430458e+02 1.034676325820609755e+01 9.121412642954132011e+00 2.153783253328675595e+00 5.424700439100130778e-01
3.938686396311767339e+02 1.549701143627497046e+01 6.415117296531927416e+00 1.675923768882814358e+00 1.212634403040495634e+00
2.818350619674643553e+02 1.147661880475460805e+01 8.244393823670693067e+00 2.002290183895403697e+00 2.645749883022006088e-01
3.821058344294415292e+02 1.219461362612062061e+01 7.884448155754904874e+00 2.063987409733870848e+00 1.133196231033042567e+00
4.230908142004092838e+02 1.093313045224191704e+01 8.679095525803047551e+00 1.970902839193002354e+00 1.164994165778829416e+00
2.917669023311506180e+02 1.075588776474469910e+01 8.841916709240893013e+00 2.077952939707202962e+00 3.447309304047325162e-01
2.995381660174511467e+02 1.029505349394051805e+01 9.245849896380608612e+00 2.106745288162605867e+00 4.514372078216683515e-01
2.839755247687256201e+02 1.191941664713165849e+01 7.962248666003087116e+00 1.998790356552956116e+00 2.909063949538802096e-01
3.145128558341642702e+02 1.867761529689393640e+01 5.552249009705223060e+00 2.080729963139134053e+00 3.637186388769244050e-01
3.616489292800595194e+02 1.087114747245955471e+01 8.828410052695419452e+00 2.170827367843498390e+00 4.939888324471967684e-01
3.061274456868285370e+02 1.188026183131369962e+01 8.057159655848145974e+00 2.088575720717507522e+00 4.124530799891703570e-01
4.206439072768653773e+02 9.868625356085335198e+00 9.601355580872617423e+00 1.889601572926245865e+00 1.197362762688250148e+00
2.398628630081994686e+02 1.048214070620836758e+01 8.992104545572455976e+00 1.982456933808921296e+00 2.369079670500635615e-01
3.059214574894804173e+02 9.845568101387925708e+00 9.668835821089727389e+00 1.317435571730503518e+00 1.310214927914829630e+00
3.771938597110760725e+02 9.762450409345666102e+00 9.651232745758719034e+00 2.234571526373572148e+00 8.353103341470223819e-01
3.172161670381198633e+02 1.172284518140598841e+01 8.135242955410546983e+00 2.136256849450983708e+00 5.627740968908446773e-01
4.171724592122603781e+02 1.032200709450579090e+01 9.153066930848510196e+00 2.153146977493055392e+00 9.231104593288942395e-01
3.575639629575827030e+02 1.125621969861097860e+01 8.469285778058765146e+00 7.073320786836658769e-01 1.265939968380592751e+00
5.007101096737823696e+02 1.087155082465940659e+01 8.802860991623088438e+00 2.210301427193011925e+00 8.078728128661707419e-01
3.240672650860674366e+02 1.585635943099713252e+01 6.318212826707649832e+00 2.077136345371829673e+00 3.801104650370902283e-01
2.404967494091345941e+02 9.787333273462175853e+00 9.628240851971089143e+00 2.021340230537203908e+00 2.205449486378064095e-01
1.513037290527357754e+02 1.975341083732871184e+01 5.253504874010987535e+00 1.842720730946718177e+00 1.687376003997872326e-02
4.173436146342168058e+02 9.875610144325552398e+00 9.549718913418766775e+00 2.175746250372729396e+00 4.579760327205263937e-01
2.878218078210086333e+02 1.232328769331797247e+01 7.759646500564262084e+00 2.026553969316548187e+00 2.995959342084497656e-01
3.690299969430887472e+02 1.019554037462846630e+01 9.426509527685713152e+00 2.081694406025941024e+00 4.757374118342966307e-01
2.373166508722264325e+02 1.009950692492973623e+01 9.365688144467290144e+00 2.131281126540243598e+00 3.848366847055813555e-01
2.684594589208237494e+02 1.288848693415362057e+01 7.456511084141470569e+00 1.965655904880186711e+00 1.420149370312513148e-01
4.006155621157124074e+02 1.673056012397515957e+01 6.029265430721989283e+00 2.129430110044639779e+00 7.915094221884270143e-01
2.033539418442940132e+02 1.126766923843254986e+01 8.366931959393371088e+00 1.991154872984347346e+00 2.643113060790009960e-01
3.578673989692471764e+02 1.491497697275177892e+01 6.597059050525038160e+00 2.104562023023612838e+00 3.810875180095249504e-01
2.745459794223188510e+02 1.045964472178284232e+01 9.031536665277702269e+00 1.888632745862627083e+00 2.218904791691773126e-01
2.299953044891543072e+02 1.659592410384028227e+01 6.042307863065645712e+00 1.043685808971959617e+00 1.300130617869630800e+00
3.997992802141629909e+02 1.246836299484246169e+01 7.747326833623720432e+00 2.186960784234061261e+00 9.097898998168815199e-01
4.689763954769605903e+02 9.991302679257954011e+00 9.482354450850163374e+00 2.181796182057424094e+00 5.216632956076350247e-01
4.072281130627689549e+02 1.073148634666113210e+01 8.847948289976585556e+00 2.174537579682944255e+00 5.149611207866517937e-01
2.694752770108377149e+02 1.036542829371114394e+01 9.166276945428561973e+00 2.229008723270780923e+00 7.695142922768214433e-01
2.406802615415732021e+02 1.005545120342075549e+01 9.496802920427377614e+00 2.153163589809677703e+00 5.622950051257417092e-01
4.017294996242161460e+02 1.707104618458018308e+01 5.949988067643698031e+00 1.756512616070581956e+00 1.303144705288878491e+00
2.731415126021537958e+02 1.157098500605383506e+01 8.228143356011088372e+00 2.058007754171981230e+00 3.842880620993400220e-01
3.540658482590582139e+02 1.286500018088355546e+01 7.418622225536132930e+00 2.180216136104401237e+00 5.557522806123382786e-01
3.563004929223202453e+02 1.304817466291524397e+01 7.381003715644959939e+00 1.639589665691474352e+00 1.301811303492215854e+00
3.617246295342017675e+02 1.228153276538819583e+01 7.832650929662253958e+00 2.151663033285008186e+00 1.005920330150307906e+00
3.014539396696563358e+02 1.068471991951351185e+01 8.875512016373672708e+00 2.161779207873447017e+00 6.361252324407218328e-01
1.945585938895055165e+02 1.265083854769808092e+01 7.551116893682999986e+00 2.085340863680226864e+00 4.321569930300872553e-01
2.032433246343442192e+02 1.312317791098940845e+01 7.344157316787613077e+00 2.088232236008136677e+00 3.205079650775864986e-01
2.589013160104553322e+02 1.029951094423988778e+01 9.291109507853258620e+00 2.180654409098226498e+00 5.105207210899134207e-01
3.578968116766970411e+02 1.307901081244193442e+01 7.380971874599654647e+00 1.547826807140308958e+00 1.269051357829639626e+00
4.417749899839963064e+02 9.998195892958152697e+00 9.577318575560713754e+00 2.175283705457464745e+00 9.678488505069194892e-01
1.592250140656364579e+02 1.012131157273630144e+01 9.351773783968164722e+00 1.917057537236638076e+00 8.887483030571431686e-02
4.131675930954709202e+02 9.971812777765945768e+00 9.497743008959803390e+00 2.176091950693087362e+00 7.980149194463103113e-01
3.440862709610868819e+02 1.701196006777679059e+01 5.908357377465210725e+00 2.077650496197513963e+00 3.934640297113687901e-01
2.786057660324274252e+02 1.041495520111132755e+01 9.099860505551516709e+00 7.623268506563194435e-01 1.266703344283576893e+00
3.393210139081907641e+02 1.055897266544515389e+01 8.969423968557558524e+00 2.073886404689630147e+00 3.530178825534041609e-01
2.803064558541576048e+02 1.725192699164662358e+01 5.856064697795463125e+00 2.072526441027150224e+00 3.710981136205545039e-01
2.605580881843022212e+02 1.046273621209740767e+01 9.107913978348987527e+00 2.187162501337544640e+00 8.450670733977195814e-01
2.756180493057917715e+02 1.207922985368328384e+01 7.961936568080469456e+00 1.881885060114523611e+00 7.546735790082451101e-02
2.853161084147673137e+02 1.438022384748207294e+01 6.836135855361016311e+00 1.875979942467559614e+00 1.138450004133917837e+00
4.061184404576554243e+02 1.326989453333701263e+01 7.272134529851612683e+00 2.262272321583911339e+00 8.794788348647404330e-01
4.408544078517500679e+02 1.228032770690384368e+01 7.777793201816180613e+00 2.008527564622971884e+00 1.157013615411819130e+00
3.710036398426593678e+02 1.012668099502446850e+01 9.326455986007873733e+00 2.130188556859898164e+00 5.160875185778697194e-01
3.094271741194609717e+02 1.164481329340530991e+01 8.207792807826374215e+00 2.152872573367138997e+00 5.045644252188237200e-01
3.351769608139030083e+02 1.030089216988069545e+01 9.185644024769809235e+00 2.114541995286009612e+00 4.790637915834398686e-01
3.509802427972384180e+02 1.236066077419777542e+01 7.756708398720829400e+00 2.204438093442546709e+00 5.763996226778471677e-01
3.128336685000061266e+02 1.041315073038553507e+01 9.145796713017592339e+00 2.059987595293864882e+00 2.420178980243793410e-01
3.339547547879815852e+02 1.236089021452026060e+01 7.744362614387442889e+00 2.215328168141553977e+00 7.218271973014068754e-01
2.703554466786126227e+02 1.296217750572139060e+01 7.461169487770094477e+00 1.913786984610441166e+00 1.335135552874909259e-01
2.870236672553240282e+02 1.053254014079353063e+01 9.040598318019107182e+00 2.184169243130955174e+00 6.248667810334673778e-01
1.843442517708930950e+02 1.330069740480834106e+01 7.326643380086712121e+00 2.058517141339667678e+00 3.564124506804891013e-01
3.653556085666890567e+02 1.073842405543075174e+01 8.846107041622282452e+00 2.155846042908760030e+00 5.035030147004849743e-01
3.080826345190809548e+02 2.035263591725384558e+01 5.143429871326741676e+00 2.028749900486475521e+00 3.015946528765460211e-01
3.591412646300115625e+02 9.962319977335491572e+00 9.510323079724420481e+00 2.121954082467639502e+00 3.811649877847575474e-01
3.403902455129505711e+02 1.130961280115521639e+01 8.483116280930905972e+00 2.115274968623190865e+00 4.389026385940204555e-01
3.337074928249509753e+02 1.000027730933368630e+01 9.442335553880823795e+00 2.085129319247617019e+00 4.037129075199182293e-01
1.829944438185813169e+02 1.080182779004203297e+01 8.786942480887161011e+00 2.051092576145497670e+00 2.729042865907317927e-01
